Avg_syn_flag,Avg_urg_flag,Avg_fin_flag,Avg_ack_flag,Avg_psh_flag,Avg_rst_flag,Avg_DNS_pkt,Avg_TCP_pkt,Avg_UDP_pkt,Avg_ICMP_pkt,Duration_window_flow,Avg_delta_time,Min_delta_time,Max_delta_time,StDev_delta_time,Avg_pkts_lenght,Min_pkts_lenght,Max_pkts_lenght,StDev_pkts_lenght,Avg_small_payload_pkt,Avg_payload,Min_payload,Max_payload,StDev_payload,Avg_DNS_over_TCP,Label
0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,1.0,0.0,5.070872,0.5070872,0.000617,1.739915,0.6598537581640302,172.0,84.0,331.0,89.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.0,0.0,0.5,0.1,0.0,0.2,0.8,0.2,0.0,0.878484,0.0878484,0.00022,0.40168,0.17117926513380644,376.3,54.0,1494.0,592.0668224298861,0.5,306.9,0.0,1440.0,655.2617661231709,0.06666666666666667,0.0
0.0,0.0,0.0,0.1,0.9,0.0,0.0,1.0,0.0,0.0,1.285341,0.1285341,0.000166,0.504842,0.21238476815146137,508.6,54.0,1449.0,517.366880355603,0.2,454.6,0.0,1395.0,517.366880355603,0.0,0.0
0.2,0.0,0.2,0.3,0.3,0.0,0.0,1.0,0.0,0.0,0.823789,0.0823789,1.1e-05,0.408373,0.17847344768231244,111.3,54.0,451.0,124.46244413476701,0.7,55.7,0.0,397.0,125.19589095138511,0.0,0.0
0.0,0.0,0.1,0.4,0.5,0.0,0.0,1.0,0.0,0.0,1.028195,0.1028195,3.8e-05,0.402846,0.14756221754013157,482.0,54.0,1506.0,624.5850177873662,0.5,428.0,0.0,1452.0,624.5850177873662,0.0,0.0
0.0,0.0,0.3,0.3,0.1,0.0,0.0,0.7,0.3,0.0,1.707044,0.1707044,1.4e-05,0.410123,0.18074387564666688,88.9,54.0,167.0,50.18067357060883,0.7,3.2,0.0,32.0,12.094863136295272,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0,13.926192,1.3926192,0.200793,4.401674,1.4510253713020493,200.0,103.0,319.0,80.39900496896712,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.2,0.8,0.0,12.493421,1.2493421,0.055192,6.579266,2.09924004269125,149.2,55.0,310.0,70.7810395201678,0.2,0.1,0.0,1.0,0.7071067811865476,0.1,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.9,0.1,7.167295,0.7167295,0.000561,3.630598,1.1577697244565135,183.3,103.0,335.0,83.82263019813524,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.1,0.2,0.0,0.1,0.3,0.7,0.0,6.349425,0.6349425,0.001238,2.86707,1.0641381341216938,199.5,54.0,379.0,110.54436012549692,0.1,61.3,0.0,325.0,177.92226767140005,0.05,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0,12.187632,1.2187632,0.000318,4.405428,1.6454230220099937,232.1,103.0,335.0,101.6600544297841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.3,0.1,0.0,0.2,0.4,0.6,0.0,6.144309,0.6144309,0.000609,4.263239,1.4238538259417644,118.3,54.0,329.0,84.89869780443566,0.4,3.3,0.0,32.0,15.840349322747484,0.1,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.9,0.1,13.984456,1.3984456,0.000333,6.452726,2.282666996885995,203.7,103.0,361.0,98.7522714225405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.408328,0.0408328,0.00137,0.15995,0.05608211277621809,649.1,62.0,1392.0,645.9044390964073,0.0,0.0,0.0,0.0,0.0,0.0,0.0
