Avg_syn_flag,Avg_urg_flag,Avg_fin_flag,Avg_ack_flag,Avg_psh_flag,Avg_rst_flag,Avg_DNS_pkt,Avg_TCP_pkt,Avg_UDP_pkt,Avg_ICMP_pkt,Duration_window_flow,Avg_delta_time,Min_delta_time,Max_delta_time,StDev_delta_time,Avg_pkts_lenght,Min_pkts_lenght,Max_pkts_lenght,StDev_pkts_lenght,Avg_small_payload_pkt,Avg_payload,Min_payload,Max_payload,StDev_payload,Avg_DNS_over_TCP,Label
0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.383814,0.0383814,0.000372,0.193972,0.07169721611750347,687.5,78.0,1392.0,623.4547564445501,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.409013,0.0409013,1e-05,0.114443,0.044245912253123576,508.1,65.0,1392.0,621.4827163056642,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,4.024534,0.4024534,8e-06,1.843684,0.6428021104187336,255.0,60.0,1046.0,297.23316698436525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,10.950417,1.0950417,0.000585,3.532591,1.4055317759543005,120.3,62.0,329.0,84.04899364854604,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.8,0.0,6.456282,0.6456282,0.000649,3.021009,0.9357415298702949,161.4,55.0,352.0,126.43417259586113,0.2,0.1,0.0,1.0,0.7071067811865476,0.0,0.0
0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.3,0.7,0.0,1.453830,0.145383,0.000653,0.501616,0.18883854100725836,236.1,54.0,424.0,145.9028976941704,0.2,6.9,0.0,38.0,20.223748416156685,0.0,0.0
0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.4,0.6,0.0,9.887223,0.9887223,0.000667,3.58282,1.2811987441880357,158.5,54.0,331.0,104.78151872666604,0.2,26.8,0.0,169.0,82.47423840206105,0.0,0.0
0.2,0.0,0.0,0.2,0.2,0.0,0.2,0.6,0.4,0.0,6.212825,0.6212825,0.001154,3.218426,1.1533381837903665,109.6,54.0,341.0,86.25955663641629,0.5,6.9,0.0,38.0,17.952715672009067,0.1,0.0
0.0,0.0,0.0,0.3,0.7,0.0,0.0,1.0,0.0,0.0,0.204708,0.0204708,3e-05,0.100574,0.040255083449174466,469.5,54.0,1434.0,496.19199912936926,0.2,415.5,0.0,1380.0,496.19199912936926,0.0,0.0
0.0,0.0,0.0,0.5,0.3,0.0,0.0,0.8,0.2,0.0,0.716227,0.0716227,0.000184,0.306311,0.1307674837878073,146.1,54.0,516.0,160.56528613343266,0.7,52.4,0.0,462.0,160.8211073566793,0.0,0.0
0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.7,0.3,0.0,5.221837,0.5221837,3e-06,2.457813,0.999570462898995,187.6,54.0,407.0,125.8801899514861,0.2,86.2,0.0,353.0,140.6573005232085,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.959302,0.3959302,1e-05,1.894728,0.6363522771462972,209.9,62.0,359.0,110.39670888814274,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.4,0.6,0.0,11.032876,1.1032876,0.026795,6.106482,1.974117251020152,128.0,54.0,341.0,89.64249984119016,0.3,6.9,0.0,38.0,20.12254125767088,0.0,0.0
0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.8,0.0,8.593399,0.8593399,0.000618,3.266743,1.0878952697243476,190.0,55.0,365.0,116.851282501401,0.2,0.1,0.0,1.0,0.7071067811865476,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.584965,0.5584965,0.000576,2.048169,0.8634839361897533,427.0,62.0,1392.0,524.527088591873,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.9,0.0,8.983292,0.8983292,0.000773,5.019352,1.6031297611081823,148.7,55.0,456.0,138.3667028025328,0.1,0.1,1.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.9,0.0,3.082353,0.3082353,0.000223,1.334086,0.567509662862008,578.1,62.0,1392.0,610.4023172374831,0.1,0.0,0.0,0.0,0.0,0.0,0.0
